Reviews,Rating
"Wonderful hotel, really recommend it!",5
I absolutely LOVE this Hotel:-),5
Excellent Stay,5
Very pleasant hotel - great staff,5
Luxury and location,5
Great Service and I haven't Even Arrived Yet!,5
"Great location, service needs help",3
First Rate Hotel,5
Wonderful hotel in a wonderful town,5
you just cannot beat it.,5
Athens Top Hotel,5
"location, luxury and outstanding staff..",5
"Beautiful Hotel, Haughty Staff",3
A perfect stop on our honeymoon,5
Very nice hotel,5
Grande Bretagne,5
Amazing Hotel (and don't forget the spa!),5
"Expensive, but the best hotel in Athens without question",5
Perfection in a hotel,5
Excellent,5
Old World Elegance and Charm,5
Beautiful Hotel,5
Deservedly 5 stars,5
"5-Star Service, Great Location, 5-Star Prices",4
Over the top in every way,4
A rather good way to end our first Greek trip.,4
Certainly is Beautiful...,4
Excellent experience,5
"If you cant stay here, dont bother with Athens!",5
Great location - Luxory hotel,4
Stunning roof top restaurant,5
A Grand Finale!,4
Grande Bretagne is very grand,5
Beautiful Luxury Hotel,5
boring....,3
Poor and pricy experience,1
Very nice but no where near worth the price,3
YES YES YES! Perfect for the Honeymooners! Best in Athens,5
wonderful property,5
"Beware the Grande Bretagne, Athens",2
Luxury at a Price..,4
Stay here!!!,5
Class in Athens,5
Very Nice,5
Absolutely stunning,5
"Excellent Hotel, Location, Facilities",5
Old world charm,5
"Great Location, Great Views",4
Loved the Grande Bretagne,5
Loved the Grande Bretagne,5
Central but expensive hotel,4
Beautiful hotel!!!,4
The Place to stay in Athens,5
Expect to pay WAY more than just your room,2
overrated; not worth it,2
THe BEST!,5
Exquisite,5
Overrated,2
Frisbiecat's June 6th review is on the SPOT,5
Fine hotel with a few caveats,4
Fantastic Hotel,5
Wish they all could be like the Bretagne,5
Beautiful Hotel in a great location,5
Superb Hotel and location,5
Elegant Stay in Athens,5
One of the best,4
Absolute perfection!,5
The best,5
Best Hotel in Athens,5
Grande Bretagne – probably the best in Athens,5
Luxury hotel but beware the rooftop restaurant food,4
Class and Luxury you will pay for,5
best hotel ever !!!!!!!,5
One of the World's Great Hotels,5
"Grande Stay, Service and Location",5
Great Stay with a wonderful Location,5
"Great Spa, Rooms were not that great",3
Grande Bretagne : plus and minus,3
"very good location, top hotel",5
Neutral on the Grande Bretagne,4
Very crowded but very good,4
Gorgeous Grande Bretagne and great spa,4
Not the Best Athens has to offer,2
Grande Is More than Just the Name,5
"Good location, ok hotel",3
Accommodations were tops,5
wonderful 2 nights,4
Grande Bretagne lives up to its name,4
Loved The Grande Bretagne!,5
"Fabulous location, wonderful breakfeast!!",5
Grande-Bretagne not Grand at all,2
"Great location, nice hotel, indifferent staff",4
"Brilliant, Perfect Stay",5
Beautiful Hotel - Overall experience not great - Be warned of online booking,3
GB Good Hotel But Not Great,4
Beautiful Hotel but Impersonal Service,4
Fabulous in Every Way!!!!,5
Great stay at GB,5
Luxury Hotel in Heart of Athens,2
Beautiful hotel,5
unforgettable experience and luxury!,5
Grand Bretagne was a beautiful hotel,5
"Great Location, Beautiful Room",5
Out of this world.,5
Great location!,5
True luxury,5
The best hotel ever!,5
And a personal butler to boot!,5
Loved the Grande Bretagne!,5
Very nice!,5
"Great food, location and views",5
Lovely Hotel,5
Top floor is the Best,5
Grand Bretagne,5
Gorgeous hotel and perfect location,5
loved the GB Athens!,5
Great hotel but not perfect!,4
Room too small,4
"Beautiful hotel, extraordinary spa... but too many cruise ship travelers!",5
As Advertised,5
Disappointing,3
Loved the sitution and view from roof top restaurant,5
lovely location small room,4
elegant hotel,5
The GB lives up to the Grand Expectations!,5
"Very nice, extremely clean, great location",4
My take on the GB,4
One of the best,5
Beautiful Hotel with wonderful service,5
Easter in Athens,5
location+ sophistication+ organisation+ proffesionalism+service=luxury,5
"Excellent hotel, but staff could put in a little more effort",4
"Lovely, classic hotel",4
"Perfect location, Less than perfect staff",4
Upscale Hotel,5
Great Hotel,5
Sunset over Akropolis... What more can you ask for?,5
Best Hotel in Athens,5
All Four Seasons Should be this Good,5
Opulent Luxury,5
amazing,5
Truly grand hotel with a great location in Athens,5
Reliably Excellent Hotel,5
Lovely hotel,5
"Grand indeed, a gem in Athens",5
Great base for exploring Athens,5
Magical Expierence,5
Just OK,2
Best hotel in Athens !,5
Luxurious but not perfect,5
Wonderful,5
Great if you know a little bit before you go,4
Great hotel but don't take dinner on the roof terrace!,4
Great disappointment,1
A beautiful hotel in a fantastic city,5
Amazing rooftop view,3
"Fantastic Hotel, but why come to Athens?",5
Wonderful big in Athens,4
Cannot Wait to return!!!,5
Absolutely Awesome!!!,5
Watch out for your purse!!!!!!,1
Very nice hotel great location,5
A worth while splurge,5
Absolutely Fabulous!,5
Excellent!!,5
Absolutely amazing stay,5
Almost Perfect,5
Excellent hotel!,5
A good hotel with room for improvement,4
A blissful experience,5
Great Hotel,5
Absolutely perfect!,5
excellence  at a price,5
Wonderful Stay!  The Staff listens and corrects glitches,5
A bit snobby!,4
Worth it for the Location,5
Great Choice,5
"Rooftop pool opens late, closes early",3
A bit of a disappointment,4
Grande Bretagne,3
great hotel despite dishonest taxi drivers,5
Great overall BUT no rooftop restaurant and some rooms ridiculously small,4
Good Experience-but stuffy hotel,5
Hard to Fault,5
Total Luxery!,5
Wow!  Great hotel.,5
Old Charm of the Grande Bretagne Hotel,5
absolutely fabulous,5
Can't Argue!,5
Unforgetable stay at glorious Grande Bretagne,5
Beyond Spectacular,5
Great Location and Service,5
Beautiful Hotel....one of the best I've stayed at around the World,5
Simply decadent luxury,5
Took my breath away,5
A Return Visit to this Wonderful Hotel,5
Gorgeous!,5
Breathtaking,5
Magnificent!!!,5
The Best,5
"Glorious Hotel, luxury at its best!",5
Best in Greece,5
Wow,5
Most luxurious hotel we have ever stayed at,5
A truly great hotel,5
Stellar Experience,5
athens at its best/hotel grande bretagne,5
lives up to its reputation,5
History Comes to Life all from your Balcony!,5
Beyond Expectations!!!!,5
Tale of two visits,5
Fabulous way to end our vacation!,5
unique,5
Terrible service and room in an otherwise great hotel,2
Elegant 5 Star Hotel,5
Fabulous Hotel,5
Disappaointed by hopeless service,2
High Tea in Athens,5
Great Hotel,5
Beautiful hotel,5
Nicest Hotel Ever!,5
All other hotels now have a lot to live up to!,5
Grand Bretagne Hotel,5
Not what I expected,2
Excellenct Hotel,5
Rich Opulence Details,5
The Absolute Best!,5
Fantastic,5
Grande Bratagne - Fantastic!,5
Luxury and the Best Location in Athens,5
Grande In Every Way,5
Modern Athens Luxury,5
Unrivaled,5
Wow!,5
Grand old lady of Athens,5
Still good,4
"Good location and daily room cleaning, very bad service to customers",1
Worst experience ever,1
Gem in central Athens,4
Great Basic Hotel,5
Centraly situated but ...,3
Perfect location and value for money,4
Great service and good location,4
"Perfect location, tasty breakfast.",4
Nice,4
Best location in Athens,5
Great location! Great service,5
I sent differents e mails and I haven t never received an answer.,1
right next to the syntagma square,4
Stay away,1
Nice hotel,4
Excellent location and great service!,5
Most Welcoming,4
Handy location ,4
Basic but good,4
"great location, good value",5
Would recommend to anyone,4
Good location,4
Great location ,4
Excellant location,5
Good location,3
Clean and reasonable  - BUT,3
"Not bad, not great.",3
Meh,3
Convenient location ,4
Central location,4
Very irresponsible hotel operator,1
Great location but that's about it,3
Perfect location for exploring Athens City Center!,4
Super convenient location but old rooms,3
"Bright, Lively Urban Vibe",4
"Great location, affordable, clean",5
Good location,3
Great location,4
Great location ,5
Great Quality for the Price,4
Trip to Greece,2
great location,4
Bad Breakfast,3
Good place to stay,3
Reasonable price,2
Great Old Hotel,5
Not reliable at all. No security.,1
Very good location ,5
"Great location, friendly staff",4
Great location!!!,4
"Very nice place, well situated",4
Great Location,4
Great location,5
Centre location,5
"Great location, reasonable price",3
Great city centre location,4
Excellent place,5
"Great Location, Clean and Friendly",5
Athens stay,5
Excellent option for the money,4
Terrible service!!!,1
Syntagma Square.,5
In the very city Centre.,4
Excellent Last Minute Option,5
One Night Accommodation - Close to Ermou,5
Stayed 3 nights,4
Convenient base in Athens,4
Clean and in center,4
Superb Location in Athens,4
Great location,4
"Great location, otherwise not so great",2
"Perfect Location, Basic Room, Helpful Staff.",4
Excellent value,4
Excellent value,5
Basic with Great Location ,3
Average at perfect location,3
Old and dying - needs revamped,2
Arethusa Hotel.  Great Place to Stsy,5
"Good location, clean and comfortable.",4
Great Location,4
"Good value, location, breakfast ",4
"Rating 3,5 - central location, granted early check-in",3
A nice hotel very centrally situated,5
Can't get more central than this,4
"Two very different rooms, still recommend",4
Perfect Location for Athens Visit,4
Good Stay overall,4
Ideal.,4
City Center Greece ,3
Perfect for one or two nights,4
Have stayed here twice in 7 years and plan on doing so next time I'm in Athens.,5
Compact and great location,4
Perfect Location,4
Central athens,4
AMAZING location but still a 3 star hotel,4
Arethusa hotel,4
Good location and super friendly staff.,4
Do not bother,1
Well located hot mess,2
"Lovely location, lovelier staff",5
Suitable,4
Great Location!,3
Great hotel and great location,4
Great Location,3
Good budget hotel,4
Gem within minutes of everything,4
Great price for central hotel,5
Great location ,5
No roof top bar,3
Nice place with a great view of the Acropolis,5
Great Location,3
Location Location Location,4
Better Than Expected,4
Much nicer than expected,4
Average Hotel next to Syntagma Square,3
"Good location, dated hotel",3
Great location but noisy hotel,3
Great location; room was fine,4
Good location in town.,3
Marvelous location,3
Good location,3
A good hotel to stay for the money,5
"Central, clean and good price",4
"The room was absolutely clean, beautiful and relaxing!!",5
Best location,4
Comfortable stay,4
EXCELLENT LOCATION,5
Perfectly positioned.,4
Good for short stays,4
Average hotel in a great location,4
Value for money hotel in Syntagma,4
Centrally located comfort and value for money,4
"Well located, friendly staff, basic hotel",3
Value for money hotel ,4
Very conveniently located,4
great loacation at no price,5
Well positioned hotel,4
Ticked all the boxes,5
Great Location!!!,4
Hotel that is worth every penny,5
The Acropolis is in a better condition,2
"Amazing hotel,amazing location",4
Location,4
"Good location, friendly staff",3
Great location,3
Location is fantastic! Roof top garden not sure,3
Convenient location but must be renovated,3
Excellent location in the very center,5
Quite good,4
Good Location. Not Really Good Everything Else.,3
Location and Staff Wins 5 Star Rating,4
5 star excellence,5
Arethusa Hotel,4
excellent location for airport commute,3
Not bad at all,4
Great place to stay in Athens,5
Good location ,3
Good location,4
"Great location, good breakfast",4
Central location,4
Super helpful staff,4
Disappointing,3
Great hotel,5
The smallest showere I have ever seen !,3
location,4
Best location,4
Disappointed ,2
Solely for LOCATION,3
Good Budget Hotel,5
Great location... and that's it,3
"Best location, clean and accomodating",5
"No frills hotel, excellent location",4
Consistent in delivering good service,5
"Wonderful stay, very central - highly recommend",4
Great Location - Average hotel,3
Location was Great!,4
Mediocre hotel but great location,3
"Great Location, clean and cosy",5
"Clean, comfortable, and convenient",3
